id,userId,type,description,amount,createdAt
cmoipasop38j3qo0fba43pks0,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:07:51.48
cmoipau3i38j5qo0fe52xntgr,cmoilcgeq389cqo0f7wk908dj,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 14:07:53.308
cmoipduaq38j7qo0flwtyuy1n,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:10:13.539
cmoipdusq38j9qo0ft3zj29s9,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:10:14.186
cmoipet1j38jbqo0fl11akowi,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:10:58.568
cmoipfm8z38jdqo0fue9qkunv,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:11:36.42
cmoipgajh38jfqo0fqfpkoegz,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:12:07.902
cmoiphnv238jhqo0focyrd27q,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:13:11.821
cmoipjhpl38jjqo0fzm5ouh6x,cmoilcgeq389cqo0f7wk908dj,USAGE,"Export: TIFF, PDF",-2,2026-04-28 14:14:37.161
cmoipkqzt38jlqo0fxrwhibpf,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:15:35.849
cmoipkryp38jnqo0futnvaotp,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:15:37.106
cmoipn60n38jpqo0f8ge5gy2e,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:17:28.631
cmoipof8e38jrqo0f0tctgoic,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:18:27.231
cmoippy7338jtqo0fsb38975m,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:19:38.464
cmoipqm6u38jvqo0fcnn74unv,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:20:09.559
cmoipr7gx38jxqo0fb5m97ycw,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:20:37.137
cmoipr7yf38jzqo0fy13ip1cd,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:20:37.767
cmoipsbnh38k1qo0fuzeps5e3,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:21:29.213
cmoipv3c638k3qo0fu3pcxir1,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: PDF,-1,2026-04-28 14:23:38.406
cmoiq00lr38k5qo0fr6sh3vb6,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:27:28.144
cmoiq0wth38k7qo0fe2avdcdw,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:28:09.893
cmoiq1aae38k9qo0fgm4kyaat,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:28:27.35
cmoiq1ann38kbqo0fg1kpnsus,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:28:27.827
cmoiq1b1i38kdqo0fm2lu5dhj,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:28:28.326
cmoiq21pt38kfqo0fzs371nsd,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:02.894
cmoiq26ge38khqo0f3jzxczjq,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:09.036
cmoiq276l38kjqo0fgorab4k3,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:29:09.981
cmoiq2smm38klqo0fff8pf0mx,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:37.773
cmoiq2x8738knqo0f0otx4e1r,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:29:43.734
cmoiq3rpj38kpqo0f0884irrs,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:30:23.237
cmoiq4ftx38krqo0fwhbzas76,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:30:54.5
cmoiq4j6a38ktqo0fzvtb9vy3,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:30:58.832
cmoiq5py938kvqo0fj0u04rg7,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:31:54.273
cmoiqbqsv38kxqo0fandi5sek,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:36:35.309
cmoiqbrdr38kzqo0f8r35upa6,cmoilcgeq389cqo0f7wk908dj,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 14:36:36.058
cmoiqc8wc38l1qo0fvz45i9ny,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:36:58.763
cmoiqd01638l3qo0fffmth7b1,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:37:33.93
cmoiqd0q838l5qo0fk43ekyji,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:37:34.83
cmoiqeleq38l7qo0f9wc5p2rl,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:38:48.288
cmoiqgyrf38l9qo0fd7arzhw2,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:40:38.907
cmoiqgzbh38lbqo0fdp4lmxgc,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:40:39.625
cmoiqkh7e38ldqo0fnn8t10b6,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:43:22.777
cmoiqklv138lfqo0f01lrzekf,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:43:28.812
cmoiqlezz38lhqo0f3hb0kw7c,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:44:06.574
cmoiqm5bx38ljqo0fvvesxmbi,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:44:40.7
cmoiqm9f338llqo0fg03a3yx6,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:44:46
cmoiqn3sk38lnqo0frnkgh6vc,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: PDF,-1,2026-04-28 14:45:25.364
cmoiqq8n438lpqo0fa8udtkks,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:47:51.616
cmoiqrcmm38lrqo0fhjbqg6mf,cmoilcgeq389cqo0f7wk908dj,USAGE,Export Full Pack (3 formats),-4,2026-04-28 14:48:43.438
cmoiqs1h038ltqo0fpr5ci6ud,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:49:15.635
cmoiqsq6a38lvqo0fjpje3l7p,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:49:47.65
cmoiqsqle38lxqo0fcyeklhgw,cmoilcgeq389cqo0f7wk908dj,USAGE,UPSCALE_8K - Sapphire Refine Core,-1,2026-04-28 14:49:48.193
cmoiqu8fi38m1qo0f0oary33i,cmoilcgeq389cqo0f7wk908dj,USAGE,UPSCALE_8K - Sapphire Refine Core,-1,2026-04-28 14:50:57.964
cmoiqucoh38m5qo0fj96mtbq4,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:51:03.473
cmoiqwha138m7qo0fn2gwwgnn,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:52:42.742
cmoiqwm8z38m9qo0fdo4wbw8v,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:52:49.185
cmoiqx5dn38mbqo0ff8bl9uz4,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:53:13.977
cmoiqxtlc38mdqo0fdm8acfi6,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:53:45.354
cmoiqydxb38mfqo0fof1fn8b7,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:54:11.71
cmoiqyhxg38mhqo0fps429crv,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:54:16.899
cmoiqz6iu38mjqo0f76m6lgva,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:54:48.772
cmoiqzazb38mlqo0f510zxkh3,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:54:54.545
cmoir08on38mnqo0fbp5q8tra,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:55:38.232
cmoir096838mpqo0faikqtxov,cmoilcgeq389cqo0f7wk908dj,USAGE,UPSCALE_8K - Sapphire Refine Core,-1,2026-04-28 14:55:38.863
cmoir17o238mrqo0fiq9xxob3,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:56:23.568
cmoir1d1o38mtqo0fnvnivg55,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:56:30.534
cmoir1dou38mvqo0fhpbvsr65,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:56:31.373
cmoir1e9s38mxqo0fzgh80d57,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:56:32.126
cmoir1etb38mzqo0fhvzkqyxs,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:56:32.827
cmoir1f8938n1qo0f75apfzvv,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:56:33.368
cmoir1fok38n3qo0fpio6wva4,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:56:33.954
cmoir30t638n5qo0fmq6oubrr,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:57:47.994
cmoir34w338n7qo0fwcp7z7uu,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:57:53.282
cmoir3mzg38n9qo0fuhph4qo7,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:58:16.729
cmoir4lhg38nbqo0fxfsyvle6,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:59:01.443
cmoir4vu438ndqo0fminprct1,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:59:14.858
cmoir5lbz38nfqo0fuq3jl1cv,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 14:59:47.901
cmoir5mpt38nhqo0fldyjnfcw,cmoilcgeq389cqo0f7wk908dj,REFUND,Engine Sync Failure - Refunded,2,2026-04-28 14:59:49.695
cmoir5n7138njqo0fsvhsh83w,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 14:59:50.317
cmoir6bxb38nlqo0fzib4zyhz,cmoilcgeq389cqo0f7wk908dj,USAGE,Export Full Pack (3 formats),-4,2026-04-28 15:00:22.368
cmoir6zoa38nnqo0f6knjpq2z,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 15:00:53.145
cmoir7s8838npqo0fntlifg0a,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 15:01:30.149
cmoir9xti38nrqo0fusuii7dj,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 15:03:10.71
cmoirazw638ntqo0f6ewig4kt,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 15:04:00.052
cmoirb3cv38nvqo0f7en0d9vc,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: PSD,-3,2026-04-28 15:04:04.543
cmoirbvtx38nxqo0fag7y7x5k,cmoilcgeq389cqo0f7wk908dj,USAGE,PATTERN_GENERATION - Sapphire Neural Core v4,-2,2026-04-28 15:04:41.444
cmoirc02i38nzqo0frtd8iyhi,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 15:04:46.938
cmoirfy9w38o1qo0frkkhgw0q,cmoilcgeq389cqo0f7wk908dj,USAGE,UPSCALE_8K - Sapphire Refine Core,-1,2026-04-28 15:07:51.232
cmoirfz3738o3qo0fypoo994q,cmoilcgeq389cqo0f7wk908dj,USAGE,UPSCALE_8K - Sapphire Refine Core,-1,2026-04-28 15:07:52.29
cmoirfzyo38o5qo0f9whkitqe,cmoilcgeq389cqo0f7wk908dj,USAGE,UPSCALE_8K - Sapphire Refine Core,-1,2026-04-28 15:07:53.423
cmoirhdd838o7qo0ftzvbnqp4,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 15:08:57.452
cmoirhwhj38o9qo0fkny7p50w,cmoilcgeq389cqo0f7wk908dj,USAGE,Export: TIFF,-1,2026-04-28 15:09:22.231
